tweet_id,time,tweet,retweet_count
841,2025-10-10 21:09:38,Citizens talk about NDA during campaign season.,2167
842,2025-10-21 09:11:38,Citizens talk about DMK during campaign season.,459
843,2025-10-18 09:30:38,Citizens talk about Rahul during meeting season.,1173
844,2025-10-23 18:49:38,People criticize Stalin for violence issues.,2190
845,2025-09-30 05:53:38,People criticize AIADMK for scandal issues.,4037
846,2025-10-23 00:33:38,Citizens talk about Kejriwal during discussion season.,3710
847,2025-09-30 18:52:38,Kejriwal shows great development in recent times.,1400
848,2025-10-24 23:12:38,Citizens talk about UPA during campaign season.,2857
849,2025-10-28 00:19:38,BRS shows great leadership in recent times.,2764
850,2025-10-20 17:22:38,AAP shows great vision in recent times.,1827
851,2025-10-12 15:32:38,Stalin shows great progress in recent times.,4942
852,2025-10-27 10:23:38,People criticize UPA for protest issues.,4876
853,2025-10-19 06:34:38,Citizens talk about BJP during campaign season.,642
854,2025-10-07 00:56:38,People criticize Rahul for inflation issues.,1679
855,2025-11-01 21:40:38,Mamata shows great progress in recent times.,1760
856,2025-10-21 00:18:38,Citizens talk about BJP during discussion season.,3519
857,2025-10-15 21:26:38,Citizens talk about AAP during discussion season.,1052
858,2025-10-17 15:47:38,BJP shows great stability in recent times.,2522
859,2025-10-14 03:58:38,People criticize BRS for corruption issues.,3242
860,2025-10-12 12:39:38,People criticize NDA for blame issues.,4836
861,2025-10-13 03:01:38,People criticize AAP for inflation issues.,3284
862,2025-10-01 20:30:38,Citizens talk about Modi during poll season.,4214
863,2025-10-10 11:24:38,Citizens talk about BJP during vote season.,930
864,2025-09-30 16:17:38,Mamata shows great development in recent times.,3375
865,2025-10-11 14:56:38,Citizens talk about Stalin during poll season.,266
866,2025-10-03 12:51:38,KCR shows great progress in recent times.,1040
867,2025-10-18 01:56:38,People criticize Modi for failure issues.,924
868,2025-10-14 04:59:38,People criticize Modi for corruption issues.,4849
869,2025-10-24 05:14:38,People criticize NDA for failure issues.,4186
870,2025-10-19 08:34:38,NDA shows great growth in recent times.,212
871,2025-10-10 11:27:38,People criticize Modi for fraud issues.,550
872,2025-10-06 19:00:38,BRS shows great support in recent times.,4693
873,2025-11-03 08:21:38,People criticize DMK for protest issues.,2004
874,2025-10-23 05:41:38,People criticize Rahul for fraud issues.,3581
875,2025-10-01 06:28:38,Citizens talk about Modi during vote season.,4332
876,2025-10-16 19:20:38,People criticize Modi for corruption issues.,813
877,2025-10-07 21:34:38,People criticize UPA for fraud issues.,826
878,2025-10-04 09:17:38,Citizens talk about AIADMK during election season.,3563
879,2025-10-31 08:19:38,Citizens talk about Mamata during manifesto season.,4100
880,2025-10-28 20:55:38,AAP shows great stability in recent times.,4004
881,2025-10-14 21:17:38,AAP shows great unity in recent times.,4719
882,2025-10-26 22:27:38,Citizens talk about UPA during election season.,1273
883,2025-10-13 16:26:38,People criticize Congress for blame issues.,1408
884,2025-10-14 08:37:38,Citizens talk about Modi during rally season.,1837
885,2025-10-12 19:04:38,People criticize NDA for fraud issues.,2369
886,2025-10-14 17:08:38,Citizens talk about UPA during speech season.,1391
887,2025-10-10 09:55:38,NDA shows great success in recent times.,3014
888,2025-10-30 12:33:38,Citizens talk about Modi during rally season.,344
889,2025-10-17 15:54:38,Rahul shows great trust in recent times.,3893
890,2025-10-25 01:28:38,Citizens talk about Stalin during manifesto season.,1713
891,2025-10-08 23:59:38,Citizens talk about AIADMK during meeting season.,3616
892,2025-10-06 09:09:38,People criticize AIADMK for unemployment issues.,2438
893,2025-09-30 00:07:38,KCR shows great growth in recent times.,4664
894,2025-10-03 06:37:38,People criticize DMK for criticism issues.,2467
895,2025-10-26 11:38:38,DMK shows great development in recent times.,3129
896,2025-10-25 09:14:38,Citizens talk about BJP during rally season.,1684
897,2025-10-21 18:30:38,Citizens talk about BRS during manifesto season.,3773
898,2025-10-30 00:18:38,Citizens talk about KCR during poll season.,94
899,2025-10-02 20:13:38,Mamata shows great success in recent times.,687
900,2025-10-15 12:08:38,Citizens talk about AAP during manifesto season.,2294
901,2025-10-11 12:44:38,Kejriwal shows great development in recent times.,1828
902,2025-10-05 01:36:38,BRS shows great stability in recent times.,1040
903,2025-10-24 15:38:38,People criticize BJP for unemployment issues.,2219
904,2025-10-04 09:19:38,Kejriwal shows great progress in recent times.,3863
905,2025-10-23 05:42:38,Citizens talk about AAP during discussion season.,967
906,2025-10-18 13:43:38,Citizens talk about Congress during party season.,3
907,2025-10-13 06:44:38,People criticize Kejriwal for corruption issues.,3234
908,2025-10-20 12:09:38,People criticize Stalin for unemployment issues.,4508
909,2025-10-12 23:36:38,People criticize Rahul for criticism issues.,1620
910,2025-10-08 01:55:38,Citizens talk about DMK during party season.,56
911,2025-11-02 17:25:38,TMC shows great vision in recent times.,1865
912,2025-11-01 17:33:38,Citizens talk about KCR during campaign season.,3945
913,2025-10-02 14:33:38,AIADMK shows great success in recent times.,4553
914,2025-10-09 11:55:38,People criticize Stalin for blame issues.,1206
915,2025-10-18 04:23:38,TMC shows great trust in recent times.,3102
916,2025-10-02 14:45:38,People criticize BJP for unemployment issues.,4088
917,2025-10-05 23:41:38,People criticize Stalin for fraud issues.,1000
918,2025-10-27 12:18:38,BRS shows great progress in recent times.,3712
919,2025-10-22 08:15:38,People criticize Congress for violence issues.,2561
920,2025-10-08 05:13:38,BRS shows great trust in recent times.,723
921,2025-10-23 14:36:38,Citizens talk about UPA during rally season.,2740
922,2025-10-02 11:22:38,Rahul shows great support in recent times.,1686
923,2025-10-31 05:32:38,People criticize Stalin for violence issues.,2919
924,2025-10-15 10:26:38,People criticize NDA for fraud issues.,4526
925,2025-10-18 12:22:38,Citizens talk about BRS during campaign season.,3331
926,2025-11-01 20:31:38,People criticize Stalin for criticism issues.,4294
927,2025-11-02 16:06:38,AIADMK shows great growth in recent times.,1672
928,2025-09-30 09:38:38,Citizens talk about AIADMK during discussion season.,2679
929,2025-10-29 06:01:38,Stalin shows great leadership in recent times.,2998
930,2025-10-11 12:52:38,Rahul shows great support in recent times.,3907
931,2025-10-10 22:21:38,People criticize DMK for corruption issues.,528
932,2025-11-01 12:57:38,People criticize Rahul for corruption issues.,3308
933,2025-10-30 16:05:38,People criticize BRS for failure issues.,2929
934,2025-10-10 01:36:38,People criticize Modi for corruption issues.,23
935,2025-09-29 21:36:38,People criticize TMC for blame issues.,4734
936,2025-10-10 02:15:38,People criticize Kejriwal for violence issues.,2062
937,2025-10-27 20:01:38,People criticize DMK for scandal issues.,181
938,2025-10-27 08:17:38,People criticize DMK for failure issues.,2564
939,2025-10-29 18:13:38,Mamata shows great unity in recent times.,3026
940,2025-10-05 11:27:38,People criticize AAP for corruption issues.,1505
941,2025-10-21 16:18:38,Congress shows great trust in recent times.,4730
942,2025-10-13 16:34:38,UPA shows great vision in recent times.,4718
943,2025-10-13 11:08:38,People criticize Stalin for criticism issues.,2740
944,2025-10-09 08:07:38,Stalin shows great support in recent times.,1755
945,2025-10-21 15:41:38,BJP shows great progress in recent times.,4437
946,2025-10-04 01:18:38,NDA shows great progress in recent times.,18
947,2025-10-24 23:04:38,People criticize Rahul for scandal issues.,2629
948,2025-10-03 03:15:38,TMC shows great unity in recent times.,2637
949,2025-10-03 01:22:38,Rahul shows great unity in recent times.,3684
950,2025-10-29 02:19:38,Citizens talk about Stalin during campaign season.,1617
951,2025-10-17 03:02:38,Citizens talk about AIADMK during discussion season.,1710
952,2025-10-29 07:23:38,DMK shows great development in recent times.,1772
953,2025-09-30 18:35:38,Citizens talk about Rahul during party season.,32
954,2025-11-03 05:28:38,Congress shows great growth in recent times.,1368
955,2025-10-28 15:40:38,People criticize Stalin for unemployment issues.,4773
956,2025-10-08 22:33:38,Citizens talk about DMK during rally season.,3828
957,2025-10-26 18:26:38,Citizens talk about AAP during meeting season.,832
958,2025-10-19 20:44:38,BJP shows great vision in recent times.,4006
959,2025-10-18 11:17:38,Citizens talk about UPA during speech season.,4163
960,2025-10-26 01:02:38,Citizens talk about BJP during discussion season.,3394
961,2025-10-05 13:26:38,People criticize TMC for protest issues.,3390
962,2025-11-03 00:38:38,People criticize TMC for failure issues.,1337
963,2025-10-03 18:23:38,Citizens talk about AAP during discussion season.,748
964,2025-10-15 08:55:38,Citizens talk about KCR during discussion season.,2929
965,2025-10-26 19:44:38,UPA shows great trust in recent times.,1611
966,2025-11-03 10:29:38,Kejriwal shows great support in recent times.,2775
967,2025-10-13 07:02:38,UPA shows great vision in recent times.,171
968,2025-10-08 09:25:38,People criticize UPA for violence issues.,841
969,2025-10-17 19:56:38,People criticize NDA for scandal issues.,267
970,2025-10-03 04:33:38,UPA shows great support in recent times.,3698
971,2025-11-01 14:30:38,NDA shows great trust in recent times.,1604
972,2025-10-20 17:39:38,Citizens talk about Kejriwal during party season.,4116
973,2025-10-08 19:33:38,People criticize Rahul for violence issues.,784
974,2025-10-27 11:10:38,Mamata shows great growth in recent times.,4387
975,2025-09-30 02:25:38,Citizens talk about Stalin during rally season.,4156
976,2025-10-30 03:58:38,Citizens talk about Rahul during vote season.,4702
977,2025-10-07 05:09:38,Citizens talk about AAP during campaign season.,1680
978,2025-10-03 16:10:38,Mamata shows great vision in recent times.,3746
979,2025-10-04 21:52:38,Citizens talk about AAP during election season.,514
980,2025-10-07 14:13:38,People criticize DMK for failure issues.,822
981,2025-10-30 23:44:38,Citizens talk about AAP during poll season.,3877
982,2025-10-17 23:44:38,BRS shows great support in recent times.,2823
983,2025-10-28 09:10:38,People criticize AIADMK for scandal issues.,2478
984,2025-10-28 01:53:38,People criticize BRS for failure issues.,4378
985,2025-10-06 05:56:38,NDA shows great growth in recent times.,2261
986,2025-10-01 19:53:38,Citizens talk about UPA during party season.,3355
987,2025-10-22 12:20:38,NDA shows great unity in recent times.,2352
988,2025-10-13 21:07:38,People criticize Congress for violence issues.,1361
989,2025-10-18 17:40:38,Mamata shows great development in recent times.,1227
990,2025-10-22 07:13:38,Citizens talk about BRS during meeting season.,551
991,2025-10-11 22:32:38,People criticize Modi for protest issues.,2362
992,2025-10-17 06:34:38,People criticize Rahul for failure issues.,3634
993,2025-10-09 08:33:38,People criticize Kejriwal for violence issues.,2692
994,2025-10-06 03:32:38,People criticize TMC for unemployment issues.,4204
995,2025-10-24 16:48:38,People criticize UPA for protest issues.,4065
996,2025-10-07 01:58:38,People criticize BRS for criticism issues.,4167
997,2025-10-01 23:10:38,Modi shows great growth in recent times.,552
998,2025-10-08 10:07:38,Mamata shows great unity in recent times.,3947
999,2025-10-24 11:33:38,Citizens talk about Rahul during meeting season.,3648
1000,2025-10-16 08:17:38,Citizens talk about KCR during manifesto season.,2150
